Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time
0,26.5653,1,2,0,35.6912,74.5025,9.12591
1,68.5766,2,6,0,76.7376,106.852,8.16095
2,96.7188,2,9,0,108.221,139.639,11.5026
3,113.08,2,11,0,120.934,148.463,7.85466
4,179.007,1,17,0,191.542,199.174,12.5343
5,213.015,1,21,0,222.277,242.05,9.26181
6,321.399,1,32,0,330.921,362.048,9.52176
7,361.335,2,36,0,369.822,388.535,8.48694
8,380.993,2,38,0,388.535,421.724,7.54236
9,381.404,3,38,0,421.724,446.871,40.32
10,398.613,3,39,0,446.871,479.474,48.2574
11,430.602,3,43,0,456.829,480.033,26.2266
12,433.272,4,43,0,480.033,521.826,46.7605
13,436.587,5,43,0,479.474,503.256,42.8872
14,456.829,5,45,0,503.256,519.04,46.4269
15,464.584,6,46,0,521.826,548.184,57.2425
16,467.496,7,46,0,519.04,543.413,51.5435
17,480.047,6,48,0,543.413,582.209,63.3663
18,485.241,7,48,0,548.184,589.2,62.9438
19,488.461,8,48,0,589.2,611.648,100.739
20,489.198,9,48,0,582.209,614.824,93.0115
21,494.267,10,49,0,601.766,632.407,107.499
22,498.393,11,49,0,611.648,643,113.255
23,516.241,11,51,0,620.759,656.159,104.518
24,516.472,12,51,0,614.824,631.61,98.3525
25,520.627,12,52,0,631.61,649.002,110.983
26,528.513,12,52,0,632.407,669.493,103.894
27,533.468,13,53,0,643,666.389,109.532
28,545.952,13,54,0,649.002,687.275,103.05
29,551.065,13,55,0,656.159,680.194,105.095
30,566.071,14,56,0,666.389,702.229,100.318
31,566.752,15,56,0,669.493,698.065,102.741
32,587.138,15,58,0,680.194,702.595,93.0551
33,590.705,15,59,0,687.275,721.395,96.5697
34,591.805,16,59,0,698.065,725.372,106.26
35,608.548,17,60,0,702.595,733.52,94.0471
36,609.895,18,60,0,702.229,732.02,92.3336
37,628.284,17,62,0,721.395,764.168,93.111
38,633.994,16,63,0,725.372,755.457,91.3783
39,638.186,17,63,0,732.02,729.642,93.8339
40,656.031,16,65,0,729.642,761.596,73.6109
41,660.945,16,66,0,733.52,758.668,72.5743
42,661.687,17,66,0,755.457,778.654,93.7706
43,666.468,17,66,0,758.668,798.445,92.1995
44,667.254,18,66,0,761.596,797.037,94.342
45,668.009,19,66,0,764.168,768.878,96.1591
46,683.766,18,68,0,768.878,804.711,85.1113
47,690.724,18,69,0,778.654,807.489,87.9302
48,695.025,19,69,0,797.037,823.571,102.012
49,699.171,19,69,0,798.445,841.019,99.2738
50,703.871,18,70,0,804.711,826.357,100.84
51,706.902,19,70,0,807.489,844.633,100.586
52,717.404,20,71,0,823.571,852.577,106.167
53,725.742,19,72,0,844.633,854.241,118.891
54,726.924,20,72,0,826.357,847.736,99.4337
55,727.229,21,72,0,841.019,875.757,113.79
56,730.063,22,73,0,847.736,885.59,117.673
57,742.857,20,74,0,852.577,882.07,109.72
58,748.429,21,74,0,854.241,889.929,105.812
59,752.028,22,75,0,875.174,915.614,123.146
60,753.874,23,75,0,875.757,900.506,121.884
61,755.019,24,75,0,882.07,911.272,127.051
62,758.411,24,75,0,885.59,918.526,127.178
63,758.759,24,75,0,900.506,940.444,141.747
64,760.025,25,76,0,889.929,927.51,129.904
65,767.754,24,76,0,911.272,950.7,143.518
66,771.629,24,77,0,915.614,956.418,143.985
67,777.845,25,77,0,918.526,953.99,140.682
68,785.752,25,78,0,927.51,956.992,141.758
69,804.667,24,80,0,940.444,978.819,135.777
70,827.175,21,82,0,950.7,988.608,123.524
71,844.411,21,84,0,956.418,980.54,112.007
72,845.03,21,84,0,953.99,970.838,108.96
73,848.523,21,84,0,956.992,971.071,108.469
74,865.968,20,86,0,970.838,996.99,104.871
75,880.178,20,88,0,971.071,1010.89,90.8935
76,908.4,17,90,0,978.819,1008.67,70.4189
77,915.886,16,91,0,988.608,1019.58,72.7216
78,917.409,17,91,0,980.54,1010.75,63.1311
79,950.05,15,95,0,996.99,1038.77,46.9399
80,955.94,14,95,0,1008.67,1035.59,52.7296
81,967.564,13,96,0,1010.75,1033.27,43.1905
82,987.551,10,98,0,1010.89,1031.15,23.3421
83,1025.64,5,102,0,1034.23,1076.47,8.59314
84,1029.87,6,102,0,1040.83,1053.49,10.9631
85,1034.32,5,103,0,1044.48,1061.4,10.1537
86,1038.47,5,103,0,1049.94,1069.12,11.4679
87,1040.01,5,104,0,1045.77,1086.69,5.7666
88,1043.3,6,104,0,1061.4,1086.02,18.0974
89,1045.44,7,104,0,1053.49,1087.24,8.05103
90,1048.85,8,104,0,1069.12,1100.63,20.2732
91,1053.72,8,105,0,1076.47,1101.57,22.7493
92,1078.82,6,107,0,1088.39,1118.18,9.573
93,1088.55,4,108,0,1100.73,1120.17,12.1741
94,1099.2,5,109,0,1110.05,1133.1,10.8557
95,1103.12,4,110,0,1115.52,1136.66,12.3912
96,1119.66,4,111,0,1131.62,1159.8,11.9584
97,1155.66,2,115,0,1164.47,1189.04,8.80811
98,1170.5,2,117,0,1180.53,1208.26,10.0302
99,1174.83,3,117,0,1184.44,1189.06,9.6106
100,1194.78,2,119,0,1204.5,1234.51,9.71582
101,1251.33,1,125,0,1256.36,1284.87,5.02588
102,1257.05,2,125,0,1265.02,1277.3,7.97253
103,1292.79,1,129,0,1300.27,1340,7.48157
104,1399.01,1,139,0,1409.19,1445.47,10.1747
105,1510.09,1,7,1,1518.45,1544.26,8.36194
106,1514.1,2,7,1,1522.26,1545.88,8.16077
107,1598.43,1,15,1,1605.91,1616.03,7.47681
108,1665.8,1,22,1,1701.02,1730.79,35.2202
109,1666.09,2,22,1,1675.28,1701.02,9.18494
110,1678.85,3,23,1,1730.79,1752.25,51.941
111,1693.82,4,25,1,1752.25,1788.59,58.427
112,1813.64,1,37,1,1821.2,1858.12,7.56213
113,1839.67,2,39,1,1858.12,1893.1,18.4543
114,1850.61,3,41,1,1893.1,1933.61,42.4956
115,1851.68,4,41,1,1893.1,1912.48,41.4269
116,1875.54,4,43,1,1912.48,1937.61,36.9385
117,1888.72,5,44,1,1933.61,1969.92,44.8888
118,1900.38,5,46,1,1937.61,1949.38,37.2355
119,1933.03,5,49,1,1949.38,1966.39,16.3502
120,1933.62,5,49,1,1966.39,1993.51,32.7719
121,1941.63,5,50,1,1969.92,1992.65,28.2821
122,1946.29,6,50,1,1992.65,2020.37,46.3646
123,1947.1,7,50,1,1993.51,2016.98,46.413
124,1948,8,50,1,2016.98,2046.43,68.9819
125,1949.09,9,50,1,2020.37,2048,71.2765
126,1951.53,9,51,1,2046.43,2074.65,94.9014
127,1957.44,10,51,1,2046.43,2077.95,88.9939
128,1974.11,9,53,1,2048,2088.85,73.8967
129,1975.62,10,53,1,2063.98,2092.38,88.3584
130,2006.22,9,56,1,2074.65,2085.93,68.4303
131,2006.68,10,56,1,2077.95,2097.57,71.2657
132,2010.19,11,57,1,2085.93,2113.29,75.7424
133,2063.98,8,62,1,2088.85,2117.32,24.866
134,2069.93,9,62,1,2092.38,2124.09,22.4509
135,2085.99,7,64,1,2097.57,2105.8,11.5842
136,2096.59,6,65,1,2106.34,2127.52,9.75098
137,2107.46,5,66,1,2113.29,2119.26,5.82642
138,2118.64,4,67,1,2129.26,2169.46,10.6177
139,2119.15,5,67,1,2130.95,2169.67,11.8064
140,2124.23,4,68,1,2133.93,2164.62,9.70044
141,2141.44,4,70,1,2150.63,2175.46,9.18262
142,2150.59,5,71,1,2164.62,2191.99,14.0276
143,2150.7,6,71,1,2169.46,2181.08,18.7563
144,2176.22,3,73,1,2186.79,2228.24,10.5715
145,2179.46,4,73,1,2188.73,2220.05,9.2771
146,2188.73,4,74,1,2198.22,2224.84,9.48511
147,2203.57,4,76,1,2211.17,2238.51,7.60278
148,2216.86,5,77,1,2227.72,2268.4,10.8616
149,2218.91,6,77,1,2227.07,2255.03,8.15991
150,2232.42,4,79,1,2243.57,2259.43,11.1516
151,2237.94,5,79,1,2249.14,2264.05,11.1929
152,2252.79,5,81,1,2258.07,2299.32,5.28296
153,2257.3,5,81,1,2265.81,2304.75,8.50537
154,2276.97,3,83,1,2285.7,2309.47,8.73022
155,2286.76,4,84,1,2295.64,2322.34,8.87646
156,2299.02,5,85,1,2309.13,2334.37,10.106
157,2308.88,4,86,1,2317.75,2338.8,8.87036
158,2318.6,4,87,1,2328.36,2365.27,9.76172
159,2325.22,4,88,1,2334.95,2336.32,9.73486
160,2329.01,5,88,1,2340.45,2372.01,11.4434
161,2334.8,5,89,1,2343.75,2384.67,8.95142
162,2344.48,4,90,1,2353.62,2393.07,9.1394
163,2369.35,4,92,1,2378.71,2401.3,9.36377
164,2389.75,3,94,1,2399.99,2438.41,10.2371
165,2402.2,2,96,1,2411.09,2439.64,8.88477
166,2408.37,3,96,1,2416.78,2443.47,8.40967
167,2412.65,4,97,1,2422.96,2448.46,10.3105
168,2414.82,5,97,1,2425.3,2451.08,10.4812
169,2417.46,6,97,1,2438.41,2460.3,20.9502
170,2445.95,4,100,1,2455.11,2496.66,9.15674
171,2456.64,3,101,1,2468.58,2500.61,11.9331
172,2475.73,3,103,1,2485.83,2520.05,10.1057
173,2479.01,4,103,1,2489.55,2520.34,10.5381
174,2482.46,5,104,1,2492.34,2528.54,9.87793
175,2492.38,6,105,1,2503.28,2532.57,10.9019
176,2522.36,3,108,1,2533.79,2562.99,11.4297
177,2525.52,4,108,1,2535.18,2553.1,9.65674
178,2529.4,4,108,1,2538.24,2579.88,8.84424
179,2532.11,5,109,1,2535.97,2571.8,3.86816
180,2540.92,5,110,1,2549.69,2575.11,8.77783
181,2563.82,4,112,1,2573.2,2604.27,9.38013
182,2575.65,3,113,1,2586.31,2612.15,10.6575
183,2604.81,2,116,1,2615.85,2651.95,11.0413
184,2613.53,2,117,1,2624.45,2640.31,10.9194
185,2618.47,3,117,1,2629.13,2634.01,10.6616
186,2674.04,1,123,1,2683.09,2712.88,9.052
187,2700.09,2,126,1,2711.33,2746.05,11.2356
188,2745.48,2,130,1,2754.03,2791.45,8.54565
189,2755.24,2,131,1,2766.18,2806.06,10.938
190,2761.35,3,132,1,2771.74,2808.15,10.3882
191,2767.09,4,132,1,2791.45,2828.44,24.3577
192,2813.48,2,137,1,2822.94,2857.46,9.45947
193,2814.88,3,137,1,2822.22,2855.41,7.33276
194,2826.65,4,138,1,2836.36,2863.92,9.70654
195,2850.78,4,141,1,2858.75,2888.88,7.96924
196,2909.73,1,2,2,2921.02,2951.64,11.2898
197,2930.62,2,5,2,2941.14,2978.83,10.5166
198,2940.55,3,6,2,2951.64,2981.49,11.0859
199,3035.26,1,15,2,3045.98,3057.51,10.729
200,3040.17,2,16,2,3057.51,3070.67,17.3391
201,3087.25,1,20,2,3098.86,3118.78,11.6165
202,3098.67,2,21,2,3118.78,3145.57,20.113
203,3103.18,3,22,2,3145.57,3171.63,42.3872
204,3119.55,3,23,2,3171.63,3212.65,52.0857
205,3141.77,4,26,2,3212.65,3252.41,70.8831
206,3156.11,4,27,2,3252.41,3261.45,96.3032
207,3182.83,4,30,2,3261.45,3300.65,78.6169
208,3185.6,5,30,2,3300.65,3329.6,115.053
209,3250.82,5,37,2,3329.6,3363.37,78.7793
210,3258.55,5,37,2,3334.34,3357.53,75.7866
211,3259.08,6,37,2,3357.53,3399.93,98.4495
212,3268.03,6,38,2,3363.37,3392.86,95.3403
213,3285.5,7,40,2,3392.86,3407.11,107.36
214,3315.45,7,43,2,3399.93,3430.16,84.4805
215,3325.5,8,44,2,3407.11,3436.14,81.6125
216,3340.16,8,46,2,3430.16,3467.68,90.0029
217,3341.48,9,46,2,3436.14,3440.74,94.6592
218,3351.2,10,47,2,3440.74,3480.87,89.5422
219,3367.28,9,48,2,3467.68,3503.39,100.396
220,3367.92,10,48,2,3480.87,3512.33,112.952
221,3380.78,11,50,2,3480.87,3510.34,100.095
222,3399.3,11,51,2,3503.39,3543.03,104.088
223,3405.63,11,52,2,3503.39,3544.66,97.7544
224,3422.98,11,54,2,3510.34,3539.77,87.3533
225,3426.53,12,54,2,3539.77,3567.67,113.247
226,3429.28,13,54,2,3512.33,3536.98,83.05
227,3430.86,13,55,2,3536.98,3560.65,106.115
228,3443.72,12,56,2,3544.66,3585.35,100.947
229,3445.42,13,56,2,3543.03,3577.71,97.614
230,3445.8,14,56,2,3560.65,3593.12,114.851
231,3450.6,15,57,2,3577.71,3604.42,127.111
232,3450.86,16,57,2,3585.35,3613.46,134.497
233,3451.3,17,57,2,3567.67,3587.8,116.377
234,3479.38,17,59,2,3587.8,3621.69,108.417
235,3491.26,17,61,2,3593.12,3625.95,101.866
236,3511.38,16,63,2,3613.46,3641.62,102.088
237,3512.23,17,63,2,3604.42,3628.56,92.1892
238,3522.76,17,64,2,3621.69,3656.94,98.9226
239,3523.39,18,64,2,3623.31,3649.38,99.9163
240,3526.11,19,64,2,3625.95,3623.31,99.8391
241,3535.19,20,65,2,3628.56,3638.26,93.3708
242,3566.68,16,68,2,3638.26,3657.61,71.5747
243,3587.95,13,70,2,3641.62,3665.94,53.677
244,3606.57,12,72,2,3649.38,3676.57,42.8157
245,3620.33,12,74,2,3656.94,3691.33,36.6125
246,3623.79,12,74,2,3657.61,3670.1,33.8167
247,3647.14,8,76,2,3665.94,3697.7,18.7925
248,3652.76,8,77,2,3670.1,3698.57,17.3459
249,3655.1,9,77,2,3676.57,3689.25,21.4697
250,3656.41,10,77,2,3689.25,3727.08,32.8435
251,3668.83,8,78,2,3691.33,3730.22,22.5015
252,3675.54,8,79,2,3697.7,3733.86,22.157
253,3682.38,8,80,2,3698.57,3731.56,16.1912
254,3690.87,8,81,2,3727.08,3769.22,36.208
255,3698.12,7,81,2,3730.22,3766.13,32.1006
256,3702.36,7,82,2,3731.56,3767.2,29.198
257,3703.63,8,82,2,3733.86,3758.45,30.2283
258,3723.65,9,84,2,3756.01,3785.91,32.3625
259,3731.65,7,85,2,3758.45,3788.65,26.7966
260,3746.17,7,86,2,3766.13,3807.52,19.958
261,3761.8,7,88,2,3771.44,3799.95,9.64746
262,3765.6,8,88,2,3775.6,3796.46,9.99878
263,3793.93,4,91,2,3802.62,3838.07,8.6936
264,3795.13,5,91,2,3804.31,3832.2,9.18018
265,3831.08,3,95,2,3839.75,3853.93,8.66504
266,3843.27,2,96,2,3853.45,3866.95,10.1802
267,3849.3,3,96,2,3858.18,3897.4,8.8811
268,3868.6,2,98,2,3877.74,3900.75,9.13843
269,3875.99,3,99,2,3882.72,3908.09,6.7251
270,3882.03,4,100,2,3890.31,3909.97,8.27881
271,3892.18,5,101,2,3900.39,3929.17,8.20679
272,3931.43,1,105,2,3941.46,3965.55,10.0366
273,3947.17,2,106,2,3957.54,3982.05,10.3618
274,3960.56,3,108,2,3967.26,4007.86,6.69141
275,3975.96,3,109,2,3986.1,4025.22,10.1414
276,3980.92,4,110,2,3990.03,4013.25,9.11914
277,3997.71,4,111,2,4006.12,4039.01,8.40967
278,4010.63,4,113,2,4020.04,4057.37,9.4126
279,4023.64,4,114,2,4034.01,4066.14,10.376
280,4047.59,3,116,2,4053.98,4070.71,6.38867
281,4051.2,4,117,2,4060.53,4058.79,9.32812
282,4065.67,3,118,2,4077.6,4107.77,11.9243
283,4099.2,2,121,2,4109.28,4111.55,10.0757
284,4114.2,1,123,2,4120.26,4159.55,6.05859
285,4120.51,2,124,2,4127.42,4153.14,6.91748
286,4133.49,3,125,2,4144.15,4175.86,10.6636
287,4160.83,2,128,2,4169.99,4203.38,9.16211
288,4168.69,3,128,2,4179.83,4218.46,11.1445
289,4227.6,1,134,2,4237.58,4266.65,9.979
290,4242.74,2,136,2,4252.02,4284.4,9.27783
291,4274.42,2,139,2,4285.56,4311.89,11.1328
292,4319.22,1,143,2,4328.16,4367.78,8.94287
293,4320.94,2,0,3,4332.13,4356.7,11.187
294,4339.7,3,1,3,4347.4,4386.66,7.69873
295,4339.82,4,1,3,4356.7,4383.69,16.876
296,4401.68,1,8,3,4409.94,4442.44,8.26025
297,4485.07,1,16,3,4495.24,4526,10.1675
298,4522.32,2,20,3,4530.68,4559.63,8.3623
299,4526.79,2,20,3,4559.63,4576.8,32.8389
300,4572.76,2,25,3,4583.88,4591.78,11.1211
301,4590.47,2,27,3,4599.35,4630.98,8.88086
302,4598.25,2,27,3,4630.98,4660.64,32.7275
303,4626.2,3,30,3,4660.64,4678.41,34.4468
304,4675.07,2,35,3,4683.47,4705.11,8.40283
305,4702.1,2,38,3,4709.4,4740.43,7.29297
306,4718.52,2,39,3,4740.43,4773.82,21.9053
307,4720.07,3,40,3,4773.82,4816.7,53.7544
308,4722.97,4,40,3,4773.82,4805.66,50.853
309,4731.83,5,41,3,4805.66,4845.4,73.8335
310,4738.93,6,41,3,4816.7,4839.27,77.769
311,4744.94,6,42,3,4839.27,4866.64,94.3252
312,4774.69,6,45,3,4845.4,4878.67,70.707
313,4794.33,7,47,3,4866.64,4884.12,72.3071
314,4800.9,8,48,3,4908.5,4948.27,107.596
315,4800.91,9,48,3,4878.67,4908.5,77.7627
316,4801.08,10,48,3,4884.12,4916.6,83.0464
317,4804.23,11,48,3,4916.6,4942.62,112.362
318,4805.53,12,48,3,4940.96,4972.24,135.43
319,4805.92,12,48,3,4926.87,4961.15,120.953
320,4825.59,12,50,3,4942.62,4983.83,117.035
321,4838.24,13,51,3,4948.27,4969.16,110.028
322,4857.4,12,53,3,4961.15,4993.78,103.75
323,4860.06,13,54,3,4972.24,5011.01,112.174
324,4860.32,14,54,3,4969.16,5004.78,108.835
325,4864.41,15,54,3,4983.83,5014.04,119.422
326,4865.52,16,54,3,4993.78,5028.2,128.26
327,4878.23,16,55,3,5004.78,5039.19,126.551
328,4892.41,15,57,3,5011.01,5036.62,118.607
329,4895.18,16,57,3,5014.04,5034.74,118.859
330,4899.38,17,57,3,5028.2,5054.96,128.814
331,4917.75,16,59,3,5034.74,5075.57,116.987
332,4940.96,17,62,3,5036.62,5073.33,95.6567
333,4957.23,16,63,3,5039.19,5060.94,81.9521
334,4967.61,16,64,3,5060.94,5086.77,93.3325
335,4968.38,17,64,3,5054.96,5080.94,86.5806
336,4976.65,16,65,3,5073.33,5089.53,96.6729
337,4983.35,17,66,3,5075.57,5100.7,92.2246
338,4984.64,17,66,3,5080.94,5066.24,96.2935
339,4995.18,17,67,3,5066.24,5100.97,71.0591
340,5000.09,18,68,3,5086.77,5112.56,86.6772
341,5001.94,19,68,3,5100.7,5133.37,98.7563
342,5002.37,20,68,3,5089.53,5130.63,87.1592
343,5009.61,20,68,3,5100.97,5133.13,91.3584
344,5017.96,19,69,3,5112.56,5150.17,94.6011
345,5022.77,20,70,3,5130.63,5163.81,107.854
346,5056.53,16,73,3,5133.37,5161.23,76.8491
347,5057.79,17,73,3,5150.17,5179.43,92.3857
348,5058.48,18,73,3,5133.13,5161.58,74.6416
349,5072.79,18,75,3,5161.23,5198.87,88.439
350,5079.18,17,75,3,5161.58,5187.71,82.3965
351,5084.81,16,76,3,5163.81,5180.45,79.002
352,5095.14,15,77,3,5179.43,5212.39,84.2886
353,5098.93,16,77,3,5180.45,5186.01,81.5181
354,5098.98,17,77,3,5186.01,5223.66,87.0278
355,5101.18,16,78,3,5187.71,5215.82,86.5259
356,5110.6,17,79,3,5193.89,5235.58,83.293
357,5119.35,17,79,3,5198.87,5210,79.5273
358,5127.67,18,80,3,5210,5251.89,82.3354
359,5142.93,16,82,3,5212.39,5242.52,69.4595
360,5143.15,17,82,3,5215.82,5219.29,72.6665
361,5152.71,17,83,3,5219.29,5249.14,66.5825
362,5163.18,16,84,3,5223.66,5208.88,60.4844
363,5165.14,16,84,3,5208.88,5243.77,43.7368
364,5176.96,17,85,3,5235.58,5254.66,58.6191
365,5193.89,14,87,3,5242.52,5269.64,48.6221
366,5212.28,13,89,3,5243.77,5277.34,31.4883
367,5219.84,11,89,3,5249.14,5280.9,29.3052
368,5221.73,12,90,3,5251.89,5282.78,30.1553
369,5227.63,11,90,3,5254.66,5278.78,27.0303
370,5234.35,12,91,3,5269.64,5306.9,35.2808
371,5242.23,12,92,3,5277.34,5289.39,35.1094
372,5256.85,8,93,3,5280.9,5309.45,24.0493
373,5259.57,9,93,3,5278.78,5310.62,19.2163
374,5271.69,9,95,3,5283.25,5318.06,11.5664
375,5277.18,10,95,3,5289.39,5323.09,12.2114
