Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Number of people at station 0 at arrival,Number of people in queue at station 0 at arrival,Number of active servers in station 0,Number of people at station 1 at arrival,Number of people in queue at station 1 at arrival,Number of active servers in station 1,Time of start of service,Departure time,Wait time,
27255,393864,5,74,0,4,0,9,1,0,4,393872,393878,8.78125,
27256,393868,5,74,0,4,0,9,1,0,4,393879,393885,10.4688,
27257,393891,1,77,0,1,0,9,0,0,4,393902,393909,10.75,
27258,393893,2,77,0,2,0,9,0,0,4,393906,393911,12.7812,
27259,393901,3,78,0,3,0,9,0,0,4,393915,393921,13.3438,
27260,393908,4,78,0,2,0,9,2,0,4,393919,393924,11.0938,
27261,393926,1,80,0,1,0,9,0,0,4,393938,393942,11.625,
27262,393934,2,81,0,2,0,9,0,0,4,393947,393954,12.9062,
27263,393934,3,81,0,3,0,9,0,0,4,393942,393945,7.3125,
27264,393938,4,81,0,3,0,9,1,0,4,393950,393953,12.4062,
27265,393944,4,82,0,3,0,9,1,0,4,393953,393957,9.34375,
27266,393958,1,83,0,1,0,9,0,0,4,393968,393972,10.8438,
27267,393984,1,86,0,1,0,9,0,0,4,393994,393999,10.0625,
27268,394004,1,88,0,1,0,9,0,0,5,394013,394018,9.59375,
27269,394025,1,90,0,1,0,9,0,0,5,394033,394039,8.46875,
27270,394026,2,90,0,2,0,9,0,0,5,394037,394045,11.1562,
27271,394055,1,93,0,1,0,9,0,0,5,394066,394069,10.9375,
27272,394056,2,93,0,2,0,9,0,0,5,394066,394072,10.4375,
27273,394060,3,94,0,3,0,9,0,0,5,394073,394077,12.7812,
27274,394065,4,94,0,4,0,9,0,0,5,394076,394080,10.9062,
27275,394108,1,98,0,1,0,9,0,0,5,394118,394123,10.0312,
27276,394109,2,98,0,2,0,9,0,0,5,394119,394123,9.46875,
27277,394112,3,99,0,3,0,9,0,0,5,394123,394130,10.75,
27278,394114,4,99,0,4,0,9,0,0,5,394124,394129,10.4375,
27279,394132,1,101,0,1,0,9,0,0,5,394142,394148,10.2812,
27280,394136,2,101,0,2,0,9,0,0,5,394146,394154,10.0938,
27281,394140,3,101,0,3,0,9,0,0,5,394148,394154,8.6875,
27282,394144,4,102,0,3,0,9,1,0,5,394153,394158,9.4375,
27283,394169,1,104,0,1,0,9,0,0,5,394180,394186,10.5938,
27284,394180,2,105,0,2,0,9,0,0,5,394187,394193,7.03125,
27285,394181,3,106,0,2,0,9,1,0,5,394189,394193,7.96875,
27286,394184,4,106,0,3,0,9,1,0,5,394194,394199,10.0312,
27287,394199,2,107,0,1,0,9,1,0,5,394209,394214,9.78125,
27288,394206,2,108,0,2,0,9,0,0,5,394214,394218,7.3125,
27289,394210,3,109,0,2,0,9,1,0,5,394222,394227,11.6875,
27290,394227,2,110,0,1,0,9,1,0,5,394235,394241,7.65625,
27291,394258,1,113,0,1,0,9,0,0,4,394273,394279,15.25,
27292,394277,2,115,0,1,0,9,1,0,4,394287,394293,9.28125,
27293,394308,1,118,0,1,0,9,0,0,4,394319,394326,10.9062,
27294,394332,1,121,0,1,0,9,0,0,3,394340,394346,7.96875,
27295,394346,1,122,0,1,0,9,0,0,3,394356,394359,9.375,
27296,394366,1,124,0,1,0,9,0,0,3,394377,394381,10.7188,
27297,394377,2,125,0,1,0,9,1,0,3,394388,394394,10.5,
27298,394383,2,126,0,2,0,9,0,0,3,394394,394400,10.9062,
27299,394402,1,128,0,1,0,9,0,0,3,394412,394417,10.8125,
27300,394406,2,128,0,2,0,9,0,0,3,394415,394418,8.5,
27301,394414,3,129,0,2,0,9,1,0,3,394422,394427,8,
27302,394451,1,133,0,1,0,9,0,0,3,394463,394469,12.25,
27303,394452,2,133,0,2,0,9,0,0,3,394464,394470,11.6875,
27304,394466,3,134,0,1,0,9,2,0,3,394474,394480,7.84375,
27305,394491,1,137,0,1,0,8,0,0,3,394500,394504,9.03125,
27306,394493,2,137,0,2,0,8,0,0,3,394503,394506,10.0938,
27307,394495,3,137,0,3,0,8,0,0,3,394507,394512,11.875,
27308,394528,1,140,0,1,0,8,0,0,3,394536,394542,8.5,
27309,394540,2,142,0,1,0,8,1,0,3,394550,394555,9.4375,
27310,394545,2,142,0,2,0,8,0,0,3,394553,394559,7.9375,
27311,394567,1,0,1,1,0,8,0,0,3,394577,394580,9.8125,
27312,394583,1,2,1,1,0,8,0,0,2,394595,394598,12.1562,
27313,394613,1,5,1,1,0,8,0,0,2,394624,394629,10.375,
27314,394647,1,8,1,1,0,8,0,0,2,394654,394661,7.84375,
27315,394653,2,9,1,2,0,8,0,0,2,394664,394667,10.75,
27316,394654,3,9,1,3,0,8,0,0,2,394667,394672,12.5938,
27317,394707,1,14,1,1,0,5,0,0,1,394719,394722,12.25,
27318,394763,1,20,1,1,0,5,0,0,1,394775,394780,11.9375,
27319,394777,2,21,1,1,0,5,1,0,1,394784,394792,7.4375,
27320,394800,1,24,1,1,0,5,0,0,1,394809,394813,9.3125,
27321,394870,1,31,1,1,0,5,0,0,1,394881,394886,11.0312,
27322,394885,2,32,1,1,0,5,1,0,1,394895,394901,9.59375,
27323,394936,1,37,1,1,0,5,0,0,1,394947,394952,10.7812,
27324,394958,1,39,1,1,0,5,0,0,1,394968,394971,9.96875,
27325,394960,2,39,1,2,0,5,0,0,1,394971,394977,11.25,
27326,394986,1,42,1,1,0,5,0,0,1,394997,395005,11.0625,
27327,394992,2,43,1,2,0,5,0,0,1,395005,395010,13.4688,
27328,394998,3,43,1,2,0,5,1,0,1,395010,395016,11.8438,
27329,395009,3,44,1,1,0,5,2,1,1,395019,395023,9.78125,
27330,395010,3,45,1,2,0,6,1,0,2,395021,395027,11.25,
27331,395022,3,46,1,1,0,6,2,0,2,395034,395040,12.0312,
27332,395044,1,48,1,1,0,6,0,0,2,395055,395059,11.5,
27333,395054,2,49,1,2,0,6,0,0,2,395064,395071,10.625,
27334,395054,3,49,1,3,0,6,0,0,2,395070,395075,15.875,
27335,395055,4,49,1,3,0,6,1,0,2,395064,395070,8.84375,
27336,395072,2,51,1,1,0,6,1,0,2,395082,395089,9.5,
27337,395077,2,51,1,2,0,6,0,0,2,395089,395092,11.6875,
27338,395081,3,52,1,3,0,6,0,0,2,395092,395101,11.0312,
27339,395118,1,55,1,1,0,6,0,0,2,395129,395135,11.125,
27340,395137,1,57,1,1,0,6,0,0,2,395146,395153,9.28125,
27341,395158,1,59,1,1,0,6,0,0,2,395170,395174,11.25,
27342,395159,2,59,1,2,0,6,0,0,2,395170,395173,10.5938,
27343,395164,3,60,1,3,0,6,0,0,3,395174,395177,9.375,
27344,395168,4,60,1,4,0,6,0,0,3,395181,395184,12.9062,
27345,395174,4,61,1,2,0,6,2,0,3,395184,395188,10.5,
27346,395187,2,62,1,1,0,6,1,0,4,395197,395203,9.4375,
27347,395190,2,62,1,2,0,6,0,0,4,395199,395205,9.09375,
27348,395217,1,65,1,1,0,9,0,0,4,395227,395230,9.90625,
27349,395232,1,67,1,1,0,9,0,0,4,395242,395249,9.78125,
27350,395239,2,67,1,2,0,9,0,0,4,395249,395253,10.5,
27351,395250,2,68,1,1,0,9,1,0,4,395259,395264,9.09375,
27352,395252,3,69,1,2,0,9,1,0,4,395262,395268,10.7188,
27353,395265,2,70,1,1,0,9,1,0,4,395275,395281,10.125,
27354,395266,3,70,1,2,0,9,1,0,4,395275,395282,8.53125,
27355,395272,3,71,1,3,0,9,0,0,4,395282,395287,10.5938,
27356,395277,4,71,1,2,0,9,2,0,4,395285,395289,8.15625,
27357,395283,3,72,1,2,0,9,1,0,4,395291,395296,8.15625,
27358,395298,1,73,1,1,0,9,0,0,4,395309,395315,10.8125,
27359,395299,2,73,1,2,0,9,0,0,4,395311,395316,11.75,
27360,395319,1,75,1,1,0,9,0,0,4,395329,395338,9.84375,
27361,395332,2,77,1,1,0,9,1,0,4,395342,395346,9.875,
27362,395340,2,78,1,2,0,9,0,0,4,395352,395358,11.875,
27363,395351,2,79,1,2,0,9,0,0,4,395359,395364,7.84375,
27364,395351,3,79,1,3,0,9,0,0,4,395361,395366,9.78125,
27365,395365,2,80,1,1,0,9,1,0,4,395375,395379,9.875,
27366,395379,1,81,1,1,0,9,0,0,4,395388,395393,8.8125,
27367,395380,2,82,1,2,0,9,0,0,4,395389,395394,9.40625,
27368,395389,3,82,1,2,0,9,1,0,4,395400,395406,10.8438,
27369,395397,2,83,1,2,0,9,0,0,4,395406,395410,9.09375,
27370,395407,2,84,1,1,0,9,1,0,4,395421,395426,13.3438,
27371,395430,1,86,1,1,0,9,0,0,4,395439,395445,9.4375,
27372,395447,1,88,1,1,0,9,0,0,5,395456,395461,8.96875,
27373,395451,2,89,1,2,0,9,0,0,5,395458,395463,7.96875,
27374,395456,3,89,1,3,0,9,0,0,5,395466,395471,10.625,
27375,395457,4,89,1,3,0,9,1,0,5,395467,395473,9.78125,
27376,395465,3,90,1,3,0,9,0,0,5,395473,395478,7.96875,
27377,395470,4,91,1,2,0,9,2,0,5,395478,395484,7.625,
27378,395475,3,91,1,2,0,9,1,0,5,395483,395489,8.34375,
27379,395476,4,91,1,3,0,9,1,0,5,395486,395489,10.375,
27380,395480,4,92,1,3,0,9,1,0,5,395489,395492,8.6875,
27381,395481,5,92,1,4,0,9,1,0,5,395492,395500,10.5938,
27382,395510,1,94,1,1,0,9,0,0,5,395519,395524,9.53125,
27383,395517,2,95,1,2,0,9,0,0,5,395529,395534,11.875,
27384,395527,2,96,1,2,0,9,0,0,5,395536,395540,9.375,
27385,395541,1,98,1,1,0,9,0,0,5,395551,395555,9.5,
27386,395564,1,100,1,1,0,9,0,0,5,395576,395582,11.75,
27387,395573,2,101,1,2,0,9,0,0,5,395584,395590,11.5312,
27388,395581,3,102,1,2,0,9,1,0,5,395592,395599,11.125,
27389,395596,2,103,1,1,0,9,1,0,5,395604,395611,7.65625,
27390,395612,1,105,1,1,0,9,0,0,5,395623,395627,10.7188,
27391,395627,2,106,1,1,0,9,1,0,5,395635,395640,8.5,
27392,395628,2,106,1,2,0,9,0,0,5,395637,395642,9.90625,
27393,395630,3,107,1,3,0,9,0,0,5,395641,395647,10.8438,
27394,395634,4,107,1,4,0,9,0,0,5,395646,395650,11.5625,
27395,395642,3,108,1,2,0,9,1,0,5,395653,395658,10.4688,
27396,395643,4,108,1,3,0,9,1,0,5,395652,395659,9.125,
27397,395645,5,108,1,4,0,9,1,0,5,395656,395662,11.5,
27398,395675,1,111,1,1,0,9,0,0,4,395684,395689,9.03125,
27399,395690,1,112,1,1,0,9,0,0,4,395701,395705,10.75,
27400,395692,2,113,1,2,0,9,0,0,4,395701,395707,8.5,
27401,395707,1,114,1,1,0,9,0,0,4,395718,395722,11.25,
27402,395707,2,114,1,2,0,9,0,0,4,395716,395720,9.125,
27403,395709,3,114,1,3,0,9,0,0,4,395721,395726,12.4062,
27404,395728,1,116,1,1,0,9,0,0,4,395739,395742,10.4375,
27405,395747,1,118,1,1,0,9,0,0,4,395757,395760,9.375,
27406,395758,2,119,1,1,0,9,1,0,4,395768,395774,9.40625,
27407,395766,2,120,1,2,0,9,0,0,3,395777,395783,11.0625,
27408,395795,1,123,1,1,0,9,0,0,3,395806,395810,11.0625,
27409,395818,1,125,1,1,0,9,0,0,3,395827,395835,9.46875,
27410,395862,1,130,1,1,0,9,0,0,3,395872,395876,10.9062,
27411,395867,2,130,1,2,0,9,0,0,3,395878,395883,11.0625,
27412,395875,3,131,1,2,0,9,1,0,3,395883,395891,8.53125,
27413,395901,1,134,1,1,0,9,0,0,3,395911,395918,9.78125,
27414,395962,1,140,1,1,0,8,0,0,3,395972,395978,10.375,
27415,396037,1,3,2,1,0,8,0,0,2,396050,396055,12.7812,
27416,396108,1,10,2,1,0,8,0,0,2,396119,396125,11.1875,
27417,396151,1,15,2,1,0,5,0,0,1,396160,396166,9.28125,
27418,396197,1,19,2,1,0,5,0,0,1,396207,396216,9.78125,
27419,396208,2,20,2,1,0,5,1,0,1,396217,396222,9.5,
27420,396234,1,23,2,1,0,5,0,0,1,396243,396249,8.46875,
27421,396355,1,35,2,1,0,5,0,0,1,396363,396367,8.5,
27422,396372,1,37,2,1,0,5,0,0,1,396382,396390,10.25,
27423,396388,2,38,2,1,0,5,1,0,1,396397,396402,9.78125,
27424,396389,3,38,2,2,0,5,1,0,1,396402,396409,13.1875,
27425,396392,3,39,2,3,0,5,0,0,1,396409,396415,16.2812,
27426,396421,1,42,2,1,0,5,0,0,1,396431,396437,10.25,
27427,396426,2,42,2,2,0,5,0,0,1,396437,396441,11.0625,
27428,396438,2,43,2,1,0,5,1,0,1,396447,396453,8.5,
27429,396440,3,44,2,2,0,5,1,0,1,396451,396457,10.5,
27430,396453,2,45,2,1,0,6,1,0,2,396462,396467,8.84375,
27431,396464,2,46,2,1,0,6,1,0,2,396474,396478,9.28125,
27432,396538,1,53,2,1,0,6,0,0,2,396548,396552,10.5938,
27433,396547,2,54,2,2,0,6,0,0,2,396560,396565,12.7812,
27434,396550,3,55,2,2,0,6,1,0,2,396559,396565,8.125,
27435,396551,4,55,2,3,0,6,1,0,2,396565,396569,13.7188,
27436,396561,4,56,2,2,0,6,2,0,2,396570,396576,9.40625,
27437,396572,2,57,2,1,0,6,1,0,2,396583,396588,10.7812,
27438,396582,2,58,2,2,0,6,0,0,2,396590,396595,8.1875,
27439,396591,2,59,2,1,0,6,1,0,2,396601,396607,9.5625,
27440,396598,2,59,2,2,0,6,0,0,2,396606,396611,8.53125,
27441,396601,3,60,2,2,0,6,1,0,3,396612,396618,11.4062,
27442,396617,2,61,2,1,0,6,1,0,3,396626,396631,9.40625,
27443,396632,1,63,2,1,0,9,0,0,4,396643,396648,11.5625,
27444,396641,2,64,2,2,0,9,0,0,4,396651,396657,10.1875,
27445,396667,1,66,2,1,0,9,0,0,4,396678,396685,10.7188,
27446,396667,2,66,2,2,0,9,0,0,4,396677,396681,10.5,
27447,396673,3,67,2,3,0,9,0,0,4,396682,396690,9.8125,
27448,396676,4,67,2,4,0,9,0,0,4,396685,396689,9.09375,
27449,396679,5,67,2,3,0,9,2,0,4,396688,396695,8.9375,
27450,396691,2,69,2,1,0,9,1,0,4,396701,396707,10.5,
27451,396708,1,70,2,1,0,9,0,0,4,396718,396724,9.96875,
27452,396717,2,71,2,2,0,9,0,0,4,396728,396734,11.25,
27453,396724,3,72,2,2,0,9,1,0,4,396738,396742,13.5,
27454,396725,3,72,2,3,0,9,0,0,4,396733,396739,8.8125,
27455,396731,4,73,2,3,0,9,1,0,4,396739,396745,8.15625,
27456,396735,4,73,2,3,0,9,1,0,4,396743,396749,8.46875,
27457,396743,3,74,2,1,0,9,2,0,4,396752,396756,8.375,
27458,396747,3,74,2,2,0,9,1,0,4,396759,396770,11.75,
27459,396755,3,75,2,2,0,9,1,0,4,396765,396770,9.90625,
27460,396756,4,75,2,3,0,9,1,0,4,396767,396771,10.5625,
27461,396763,4,76,2,3,0,9,1,0,4,396774,396778,10.125,
27462,396778,2,77,2,1,0,9,1,0,4,396789,396794,10.75,
27463,396811,1,81,2,1,0,9,0,0,4,396822,396825,10.75,
27464,396811,2,81,2,2,0,9,0,0,4,396819,396825,7.625,
27465,396816,3,81,2,3,0,9,0,0,4,396827,396834,11.6875,
27466,396826,2,82,2,2,0,9,0,0,4,396837,396841,11.0938,
27467,396833,3,83,2,2,0,9,1,0,4,396844,396849,11.5,
27468,396833,4,83,2,3,0,9,1,0,4,396847,396851,13.5,
27469,396848,3,84,2,1,0,9,2,0,4,396858,396862,9.46875,
27470,396860,2,86,2,1,0,9,1,0,4,396871,396878,10.8125,
27471,396874,2,87,2,1,0,9,1,0,5,396884,396889,10.0938,
27472,396890,1,89,2,1,0,9,0,0,5,396903,396908,12.2188,
27473,396913,1,91,2,1,0,9,0,0,5,396922,396926,8.78125,
27474,396936,1,93,2,1,0,9,0,0,5,396945,396951,9.09375,
27475,396946,2,94,2,1,0,9,1,0,5,396956,396963,9.96875,
27476,396947,3,94,2,2,0,9,1,0,5,396957,396961,9.84375,
27477,396964,1,96,2,1,0,9,0,0,5,396977,396982,13.1875,
27478,396980,2,98,2,1,0,9,1,0,5,396991,396994,10.8438,
27479,396997,1,99,2,1,0,9,0,0,5,397008,397011,10.8125,
27480,396998,2,99,2,2,0,9,0,0,5,397009,397015,10.9688,
27481,397051,1,105,2,1,0,9,0,0,5,397061,397065,10.2812,
27482,397079,1,107,2,1,0,9,0,0,5,397087,397092,8.1875,
27483,397085,2,108,2,2,0,9,0,0,5,397096,397102,10.2812,
27484,397097,2,109,2,1,0,9,1,0,5,397108,397115,10.9688,
27485,397120,1,112,2,1,0,9,0,0,4,397131,397137,10.8125,
27486,397134,2,113,2,1,0,9,1,0,4,397143,397149,8.9375,
27487,397134,3,113,2,2,0,9,1,0,4,397145,397148,10.9688,
27488,397154,1,115,2,1,0,9,0,0,4,397162,397167,8.125,
27489,397169,1,116,2,1,0,9,0,0,4,397178,397182,9.5625,
27490,397174,2,117,2,2,0,9,0,0,4,397184,397188,9.3125,
27491,397178,3,117,2,2,0,9,1,0,4,397188,397193,9.78125,
27492,397210,1,121,2,1,0,9,0,0,3,397221,397225,10.8125,
27493,397225,1,122,2,1,0,9,0,0,3,397233,397240,8.1875,
27494,397233,2,123,2,2,0,9,0,0,3,397246,397253,12.7812,
27495,397260,1,126,2,1,0,9,0,0,3,397268,397276,7.96875,
27496,397301,1,130,2,1,0,9,0,0,3,397309,397313,7.4375,
27497,397313,2,131,2,1,0,9,1,0,3,397321,397326,8.40625,
27498,397342,1,134,2,1,0,9,0,0,3,397351,397355,8.96875,
27499,397370,1,137,2,1,0,8,0,0,3,397381,397385,10.8125,
27500,397376,2,137,2,2,0,8,0,0,3,397388,397392,11.25,
27501,397470,1,2,3,1,0,8,0,0,2,397479,397485,9.4375,
27502,397474,2,3,3,2,0,8,0,0,2,397486,397491,11.4062,
27503,397528,1,8,3,1,0,8,0,0,2,397536,397541,8.25,
27504,397529,2,8,3,2,0,8,0,0,2,397541,397545,11.5312,
27505,397543,2,10,3,1,0,8,1,0,2,397555,397558,11.5,
27506,397557,2,11,3,1,0,8,1,0,2,397567,397569,9.71875,
27507,397573,1,13,3,1,0,5,0,0,1,397582,397588,9.5,
27508,397627,1,18,3,1,0,5,0,0,1,397634,397638,7.03125,
27509,397638,1,19,3,1,0,5,0,0,1,397651,397658,12.2188,
27510,397671,1,23,3,1,0,5,0,0,1,397683,397690,11.75,
27511,397672,2,23,3,2,0,5,0,0,1,397690,397695,17.9375,
27512,397710,1,26,3,1,0,5,0,0,1,397717,397723,7.1875,
27513,397759,1,31,3,1,0,5,0,0,1,397770,397774,10.7812,
27514,397768,2,32,3,2,0,5,0,0,1,397779,397782,10.9375,
27515,397790,1,34,3,1,0,5,0,0,1,397799,397805,9.4375,
27516,397793,2,35,3,2,0,5,0,0,1,397805,397810,12.5,
27517,397795,3,35,3,3,0,5,0,0,1,397810,397814,15.4062,
27518,397845,1,40,3,1,0,5,0,0,1,397854,397860,9.09375,
27519,397846,2,40,3,2,0,5,0,0,1,397860,397866,14.5938,
27520,397847,3,40,3,3,0,5,0,0,1,397866,397871,19.625,
27521,397886,1,44,3,1,0,5,0,0,1,397897,397903,10.1875,
27522,397916,1,47,3,1,0,6,0,0,2,397925,397931,8.5,
27523,397941,1,50,3,1,0,6,0,0,2,397952,397957,11.125,
27524,397952,2,51,3,2,0,6,0,0,2,397962,397968,9.5,
27525,397952,3,51,3,2,0,6,1,0,2,397967,397972,15.25,
27526,397954,4,51,3,3,0,6,1,0,2,397962,397965,8.1875,
27527,397956,5,51,3,4,0,6,1,0,2,397972,397975,15.25,
27528,397971,3,53,3,2,0,6,1,0,2,397979,397983,8.1875,
27529,397972,4,53,3,2,0,6,2,0,2,397985,397991,12.6562,
27530,397974,4,53,3,3,0,6,1,0,2,397982,397987,8.40625,
27531,397979,4,53,3,3,0,6,1,0,2,397987,397993,8.0625,
27532,397979,5,53,3,4,0,6,1,0,2,397991,397996,12.0312,
27533,397997,1,55,3,1,0,6,0,0,2,398007,398014,9.78125,
27534,398002,2,56,3,2,0,6,0,0,2,398012,398016,9.90625,
27535,398011,3,57,3,2,0,6,1,0,2,398022,398026,10.8125,
27536,398026,2,58,3,1,0,6,1,0,2,398035,398040,9.84375,
27537,398034,2,59,3,2,0,6,0,0,2,398042,398046,7.84375,
27538,398034,3,59,3,3,0,6,0,0,2,398042,398045,7.84375,
27539,398035,4,59,3,4,0,6,0,0,2,398044,398050,9.4375,
27540,398038,5,59,3,4,0,6,1,0,2,398047,398054,9.34375,
27541,398041,5,60,3,5,0,6,0,0,3,398049,398053,8.40625,
27542,398041,6,60,3,6,0,6,0,0,3,398053,398058,12.4375,
27543,398048,5,60,3,3,0,6,2,0,3,398060,398063,11.8438,
27544,398052,5,61,3,3,0,6,2,0,3,398063,398069,10.9062,
27545,398057,4,61,3,3,0,6,1,0,3,398067,398073,10.75,
27546,398059,4,61,3,4,0,6,0,0,3,398070,398074,10.7188,
27547,398073,3,63,3,1,0,9,2,0,4,398083,398089,9.90625,
27548,398087,2,64,3,1,0,9,1,0,4,398098,398102,10.4375,
27549,398096,2,65,3,2,0,9,0,0,4,398106,398111,9.84375,
27550,398096,3,65,3,3,0,9,0,0,4,398105,398114,9.09375,
27551,398099,4,65,3,3,0,9,1,0,4,398108,398112,9.28125,
27552,398127,1,68,3,1,0,9,0,0,4,398136,398143,9.375,
27553,398129,2,68,3,2,0,9,0,0,4,398138,398144,9.78125,
27554,398130,3,68,3,3,0,9,0,0,4,398140,398146,9.75,
27555,398135,4,69,3,4,0,9,0,0,4,398144,398150,8.6875,
27556,398144,4,70,3,2,0,9,2,0,4,398152,398157,8.8125,
27557,398190,1,74,3,1,0,9,0,0,4,398202,398209,11.875,
27558,398193,2,75,3,2,0,9,0,0,4,398204,398209,10.8125,
27559,398216,1,77,3,1,0,9,0,0,4,398226,398232,9.71875,
27560,398226,2,78,3,1,0,9,1,0,4,398234,398239,8.6875,
27561,398228,3,78,3,2,0,9,1,0,4,398239,398244,11.625,
27562,398228,4,78,3,3,0,9,1,0,4,398237,398242,9.28125,
27563,398245,1,80,3,1,0,9,0,0,4,398255,398259,10.1875,
27564,398245,2,80,3,2,0,9,0,0,4,398254,398260,9.09375,
27565,398256,3,81,3,1,0,9,2,0,4,398265,398269,9.0625,
27566,398262,2,82,3,2,0,9,0,0,4,398273,398278,10.9062,
27567,398270,2,82,3,2,0,9,0,0,4,398278,398282,8.5,
27568,398274,3,83,3,2,0,9,1,0,4,398282,398288,8.1875,
27569,398298,1,85,3,1,0,9,0,0,4,398309,398313,11.1562,
27570,398311,2,87,3,1,0,9,1,0,5,398319,398324,8.40625,
27571,398313,3,87,3,2,0,9,1,0,5,398321,398327,7.9375,
27572,398322,3,88,3,1,0,9,2,0,5,398333,398338,11.4062,
27573,398331,2,89,3,2,0,9,0,0,5,398342,398348,10.8125,
27574,398337,3,89,3,2,0,9,1,0,5,398346,398349,9.09375,
27575,398349,2,90,3,1,0,9,1,0,5,398360,398364,11.4062,
27576,398349,3,90,3,2,0,9,1,0,5,398358,398362,8.5,
27577,398360,3,91,3,2,0,9,1,0,5,398370,398376,10.5,
27578,398363,3,92,3,2,0,9,1,0,5,398374,398379,10.2812,
27579,398378,2,93,3,1,0,9,1,0,5,398390,398394,12.1562,
27580,398390,2,94,3,2,0,9,0,0,5,398399,398404,9.65625,
27581,398393,3,95,3,2,0,9,1,0,5,398405,398411,12.25,
27582,398393,4,95,3,3,0,9,1,0,5,398403,398411,9.78125,
27583,398396,4,95,3,4,0,9,0,0,5,398407,398412,10.375,
27584,398408,4,96,3,1,0,9,3,0,5,398419,398426,10.2812,
27585,398417,2,97,3,2,0,9,0,0,5,398430,398436,12.3125,
27586,398418,3,97,3,3,0,9,0,0,5,398430,398435,11.9062,
27587,398422,4,98,3,3,0,9,1,0,5,398434,398439,12.6562,
27588,398423,5,98,3,4,0,9,1,0,5,398434,398441,11.0625,
27589,398432,5,99,3,3,0,9,2,0,5,398442,398448,9.375,
27590,398443,2,100,3,1,0,9,1,0,5,398455,398461,11.0938,
27591,398489,1,104,3,1,0,9,0,0,5,398499,398503,10.5938,
27592,398490,2,104,3,2,0,9,0,0,5,398501,398507,10.9062,
27593,398507,1,106,3,1,0,9,0,0,5,398517,398522,9.78125,
27594,398537,1,109,3,1,0,9,0,0,5,398546,398551,8.46875,
27595,398568,1,112,3,1,0,9,0,0,4,398580,398584,11.875,
27596,398571,2,113,3,2,0,9,0,0,4,398580,398587,8.6875,
27597,398589,1,114,3,1,0,9,0,0,4,398603,398607,13.5,
27598,398600,2,116,3,2,0,9,0,0,4,398610,398616,9.65625,
27599,398609,2,116,3,2,0,9,0,0,4,398622,398627,12.6562,
27600,398610,3,117,3,2,0,9,1,0,4,398620,398625,9.96875,
27601,398643,1,120,3,1,0,9,0,0,3,398650,398655,7.03125,
27602,398664,1,122,3,1,0,9,0,0,3,398672,398675,8.15625,
27603,398700,1,126,3,1,0,9,0,0,3,398714,398718,13.5,
27604,398708,2,126,3,2,0,9,0,0,3,398719,398724,10.75,
27605,398717,3,127,3,2,0,9,1,0,3,398726,398730,9.28125,
27606,398740,1,130,3,1,0,9,0,0,3,398750,398754,9.8125,
27607,398742,2,130,3,2,0,9,0,0,3,398750,398756,8.40625,
27608,398769,1,132,3,1,0,9,0,0,3,398779,398785,10.375,
27609,398784,2,134,3,1,0,9,1,0,3,398795,398799,10.5625,
27610,398796,2,135,3,1,0,8,1,0,3,398806,398810,9.78125,
27611,398825,1,138,3,1,0,8,0,0,3,398834,398837,9.0625,
27612,398846,1,140,3,1,0,8,0,0,3,398853,398857,7.3125,
27613,398921,1,4,4,1,0,8,0,0,2,398932,398937,11.0625,
27614,398929,2,4,4,2,0,8,0,0,2,398939,398943,9.84375,
27615,398987,1,10,4,1,0,8,0,0,2,398999,399001,12.1562,
27616,399019,1,13,4,1,0,5,0,0,1,399032,399034,12.7812,
27617,399062,1,18,4,1,0,5,0,0,1,399071,399075,8.9375,
27618,399086,1,20,4,1,0,5,0,0,1,399095,399101,9.375,
27619,399157,1,27,4,1,0,5,0,0,1,399168,399172,11.75,
27620,399161,2,28,4,2,0,5,0,0,1,399174,399177,12.7812,
27621,399204,1,32,4,1,0,5,0,0,1,399214,399220,10.125,
27622,399230,1,35,4,1,0,5,0,0,1,399239,399244,9.03125,
27623,399237,2,35,4,2,0,5,0,0,1,399246,399253,8.78125,
27624,399256,1,37,4,1,0,5,0,0,1,399264,399270,8.1875,
27625,399290,1,40,4,1,0,5,0,0,1,399299,399305,9.8125,
27626,399312,1,43,4,1,0,5,0,0,1,399324,399329,11.0625,
27627,399323,2,44,4,2,0,5,0,0,1,399333,399336,9.59375,
27628,399335,2,45,4,1,0,6,1,0,2,399345,399350,9.21875,
27629,399343,2,46,4,2,0,6,0,0,2,399354,399359,11.25,
27630,399345,3,46,4,2,0,6,1,0,2,399356,399361,10.5,
27631,399348,4,46,4,3,0,6,1,0,2,399359,399363,10.4375,
27632,399349,5,46,4,4,0,6,1,0,2,399361,399366,12.3125,
27633,399386,1,50,4,1,0,6,0,0,2,399398,399402,11.9062,
27634,399400,2,52,4,1,0,6,1,0,2,399412,399417,11.4062,
27635,399408,2,52,4,2,0,6,0,0,2,399419,399423,10.75,
27636,399408,3,52,4,3,0,6,0,0,2,399420,399422,11.5625,
27637,399421,3,54,4,1,0,6,2,0,2,399432,399436,10.5938,
27638,399444,1,56,4,1,0,6,0,0,2,399453,399457,9.0625,
27639,399446,2,56,4,2,0,6,0,0,2,399454,399457,8.15625,
27640,399456,3,57,4,1,0,6,2,0,2,399467,399474,10.7812,
27641,399466,2,58,4,2,0,6,0,0,2,399475,399478,9.53125,
