Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Number of people at station 0 at arrival,Number of people in queue at station 0 at arrival,Number of active servers in station 0,Number of people at station 1 at arrival,Number of people in queue at station 1 at arrival,Number of active servers in station 1,Time of start of service,Departure time,Wait time,
21221,307283,2,56,3,2,0,6,0,0,2,307292,307300,9.125,
21222,307287,3,56,3,3,0,6,0,0,2,307296,307303,9,
21223,307300,2,58,3,1,0,6,1,0,2,307311,307318,10.8125,
21224,307308,2,58,3,2,0,6,0,0,2,307317,307323,8.9375,
21225,307316,3,59,3,2,0,6,1,0,2,307327,307331,10.75,
21226,307333,1,61,3,1,0,6,0,0,3,307341,307346,8.5,
21227,307336,2,61,3,2,0,6,0,0,3,307344,307348,8.53125,
21228,307344,3,62,3,2,0,6,1,0,4,307352,307356,8.625,
21229,307351,2,63,3,2,0,9,0,0,4,307359,307365,8.6875,
21230,307352,3,63,3,3,0,9,0,0,4,307362,307368,10.7188,
21231,307355,4,63,3,3,0,9,1,0,4,307368,307371,12.3125,
21232,307362,4,64,3,3,0,9,1,0,4,307371,307376,9.65625,
21233,307388,1,66,3,1,0,9,0,0,4,307400,307405,11.625,
21234,307392,2,67,3,2,0,9,0,0,4,307402,307406,10.375,
21235,307403,3,68,3,1,0,9,2,0,4,307413,307419,10.5,
21236,307407,2,68,3,2,0,9,0,0,4,307419,307427,12.5938,
21237,307416,3,69,3,2,0,9,1,0,4,307429,307436,13.1875,
21238,307440,1,71,3,1,0,9,0,0,4,307449,307457,9.46875,
21239,307444,2,72,3,2,0,9,0,0,4,307459,307464,15.25,
21240,307457,3,73,3,2,0,9,1,0,4,307468,307474,10.9375,
21241,307461,3,74,3,2,0,9,1,0,4,307472,307474,10.9062,
21242,307466,3,74,3,3,0,9,0,0,4,307477,307485,10.8438,
21243,307467,4,74,3,4,0,9,0,0,4,307477,307483,10.625,
21244,307468,5,74,3,4,0,9,1,0,4,307478,307484,9.9375,
21245,307481,4,76,3,1,0,9,3,0,4,307490,307495,8.625,
21246,307489,2,76,3,2,0,9,0,0,4,307500,307511,11.0625,
21247,307497,2,77,3,2,0,9,0,0,4,307510,307515,13.1875,
21248,307497,3,77,3,3,0,9,0,0,4,307508,307511,10.9375,
21249,307517,1,79,3,1,0,9,0,0,4,307528,307534,10.9062,
21250,307527,2,80,3,2,0,9,0,0,4,307538,307546,10.9062,
21251,307541,2,82,3,1,0,9,1,0,4,307550,307558,9.3125,
21252,307558,1,83,3,1,0,9,0,0,4,307567,307573,9.0625,
21253,307570,2,84,3,1,0,9,1,0,4,307578,307584,7.84375,
21254,307581,2,86,3,1,0,9,1,0,4,307592,307600,10.9062,
21255,307585,2,86,3,2,0,9,0,0,4,307597,307603,12.3125,
21256,307599,3,87,3,1,0,9,2,0,5,307609,307613,9.8125,
21257,307623,1,90,3,1,0,9,0,0,5,307634,307637,10.4688,
21258,307648,1,92,3,1,0,9,0,0,5,307659,307664,11.0938,
21259,307658,2,93,3,2,0,9,0,0,5,307667,307673,9.09375,
21260,307661,3,94,3,2,0,9,1,0,5,307670,307673,8.6875,
21261,307664,4,94,3,3,0,9,1,0,5,307672,307681,8.5,
21262,307677,2,95,3,1,0,9,1,0,5,307686,307692,8.6875,
21263,307684,2,96,3,2,0,9,0,0,5,307694,307701,10.4375,
21264,307686,3,96,3,3,0,9,0,0,5,307698,307703,11.875,
21265,307688,4,96,3,3,0,9,1,0,5,307699,307705,10.9062,
21266,307711,1,99,3,1,0,9,0,0,5,307722,307729,11.0625,
21267,307723,2,100,3,1,0,9,1,0,5,307732,307737,9.78125,
21268,307754,1,103,3,1,0,9,0,0,5,307765,307772,10.5,
21269,307768,2,104,3,1,0,9,1,0,5,307779,307785,10.8125,
21270,307769,3,104,3,2,0,9,1,0,5,307778,307781,8.46875,
21271,307773,3,105,3,3,0,9,0,0,5,307783,307788,9.875,
21272,307820,1,109,3,1,0,9,0,0,5,307830,307836,10.7188,
21273,307827,2,110,3,2,0,9,0,0,5,307838,307843,11.875,
21274,307854,1,113,3,1,0,9,0,0,4,307863,307870,9.46875,
21275,307863,2,114,3,1,0,9,1,0,4,307873,307877,9.78125,
21276,307884,1,116,3,1,0,9,0,0,4,307895,307901,11.9062,
21277,307932,1,121,3,1,0,9,0,0,3,307941,307945,8.8125,
21278,307936,2,121,3,2,0,9,0,0,3,307946,307949,9.4375,
21279,307940,3,122,3,3,0,9,0,0,3,307951,307954,10.1875,
21280,307941,4,122,3,3,0,9,1,0,3,307949,307955,8.625,
21281,307947,4,122,3,3,0,9,1,0,3,307958,307962,10.25,
21282,307953,4,123,3,2,0,9,2,0,3,307962,307965,8.34375,
21283,308026,1,130,3,1,0,9,0,0,3,308037,308041,10.9375,
21284,308028,2,130,3,2,0,9,0,0,3,308040,308051,12.2188,
21285,308042,2,132,3,1,0,9,1,0,3,308051,308057,8.5625,
21286,308059,1,133,3,1,0,9,0,0,3,308068,308073,8.34375,
21287,308089,1,136,3,1,0,8,0,0,3,308100,308107,11.4062,
21288,308098,2,137,3,2,0,8,0,0,3,308108,308114,10.75,
21289,308100,3,138,3,2,0,8,1,0,3,308112,308116,11.9375,
21290,308153,1,143,3,1,0,8,0,0,3,308164,308169,10.25,
21291,308218,1,5,4,1,0,8,0,0,2,308229,308235,11.0312,
21292,308226,2,6,4,2,0,8,0,0,2,308239,308246,13.1875,
21293,308279,1,11,4,1,0,8,0,0,2,308288,308293,9.375,
21294,308318,1,15,4,1,0,5,0,0,1,308329,308332,10.8438,
21295,308325,2,16,4,2,0,5,0,0,1,308333,308338,8,
21296,308325,3,16,4,3,0,5,0,0,1,308338,308344,13.75,
21297,308327,4,16,4,4,0,5,0,0,1,308344,308350,16.875,
21298,308338,4,17,4,2,0,5,2,1,1,308350,308355,12,
21299,308377,1,21,4,1,0,5,0,0,1,308387,308390,9.40625,
21300,308389,2,22,4,1,0,5,1,0,1,308400,308409,10.9062,
21301,308397,2,23,4,2,0,5,0,0,1,308409,308414,11.7188,
21302,308399,3,23,4,3,0,5,0,0,1,308414,308419,14.8438,
21303,308439,1,27,4,1,0,5,0,0,1,308450,308458,10.9062,
21304,308445,2,28,4,2,0,5,0,0,1,308458,308462,13.0938,
21305,308446,3,28,4,3,0,5,0,0,1,308462,308468,16.0625,
21306,308491,1,33,4,1,0,5,0,0,1,308500,308505,8.625,
21307,308516,1,35,4,1,0,5,0,0,1,308526,308532,9.90625,
21308,308582,1,42,4,1,0,5,0,0,1,308590,308594,7.96875,
21309,308597,1,43,4,1,0,5,0,0,1,308608,308614,10.5625,
21310,308612,2,45,4,1,0,6,1,0,2,308623,308630,11.0625,
21311,308622,2,46,4,2,0,6,0,0,2,308634,308640,12.25,
21312,308624,3,46,4,2,0,6,1,0,2,308632,308635,8.78125,
21313,308650,1,49,4,1,0,6,0,0,2,308660,308664,9.65625,
21314,308655,2,49,4,2,0,6,0,0,2,308662,308668,7.625,
21315,308659,3,49,4,3,0,6,0,0,2,308669,308673,10.0312,
21316,308686,1,52,4,1,0,6,0,0,2,308696,308700,10.0312,
21317,308700,1,54,4,1,0,6,0,0,2,308709,308718,8.625,
21318,308702,2,54,4,2,0,6,0,0,2,308714,308720,11.875,
21319,308710,3,54,4,2,0,6,1,0,2,308718,308727,8.25,
21320,308727,1,56,4,1,0,6,0,0,2,308736,308745,9.28125,
21321,308738,2,57,4,1,0,6,1,0,2,308749,308753,10.5625,
21322,308747,2,58,4,2,0,6,0,0,2,308755,308759,8.40625,
21323,308753,3,59,4,2,0,6,1,0,2,308764,308770,11.0312,
21324,308769,2,60,4,1,0,6,1,0,3,308779,308785,9.96875,
21325,308790,1,63,4,1,0,9,0,0,4,308798,308804,7.625,
21326,308812,1,65,4,1,0,9,0,0,4,308822,308826,9.5,
21327,308820,2,66,4,2,0,9,0,0,4,308834,308838,13.1875,
21328,308832,2,67,4,2,0,9,0,0,4,308842,308846,9.4375,
21329,308833,3,67,4,3,0,9,0,0,4,308844,308849,10.9375,
21330,308833,4,67,4,4,0,9,0,0,4,308843,308848,9.5625,
21331,308840,4,68,4,4,0,9,0,0,4,308849,308857,8.5,
21332,308859,1,69,4,1,0,9,0,0,4,308869,308874,10.125,
21333,308860,2,70,4,2,0,9,0,0,4,308873,308877,12.4062,
21334,308860,3,70,4,3,0,9,0,0,4,308871,308877,10.25,
21335,308890,1,72,4,1,0,9,0,0,4,308900,308905,10.5,
21336,308912,1,75,4,1,0,9,0,0,4,308923,308929,11.0312,
21337,308925,2,76,4,1,0,9,1,0,4,308935,308940,10.25,
21338,308927,3,76,4,2,0,9,1,0,4,308937,308943,9.84375,
21339,308939,3,77,4,1,0,9,2,0,4,308949,308952,9.5,
21340,308944,2,78,4,2,0,9,0,0,4,308958,308964,13.6562,
21341,308960,2,80,4,1,0,9,1,0,4,308967,308973,7.1875,
21342,308966,2,80,4,2,0,9,0,0,4,308974,308978,8.15625,
21343,308973,2,81,4,2,0,9,0,0,4,308985,308991,11.5,
21344,308974,3,81,4,2,0,9,1,0,4,308984,308988,9.375,
21345,308974,4,81,4,3,0,9,1,0,4,308985,308989,10.9062,
21346,308991,1,83,4,1,0,9,0,0,4,309001,309005,9.09375,
21347,308997,2,83,4,2,0,9,0,0,4,309005,309009,8.1875,
21348,309026,1,86,4,1,0,9,0,0,4,309036,309040,10.125,
21349,309031,2,87,4,2,0,9,0,0,5,309039,309044,8.1875,
21350,309039,3,87,4,1,0,9,2,0,5,309051,309056,11.0625,
21351,309040,4,87,4,2,0,9,2,0,5,309049,309056,9.28125,
21352,309044,3,88,4,3,0,9,0,0,5,309052,309058,7.96875,
21353,309060,1,89,4,1,0,9,0,0,5,309069,309076,9.03125,
21354,309067,2,90,4,2,0,9,0,0,5,309077,309082,9.78125,
21355,309070,3,90,4,2,0,9,1,0,5,309079,309084,9.09375,
21356,309071,4,91,4,3,0,9,1,0,5,309082,309086,11.1562,
21357,309076,5,91,4,4,0,9,1,0,5,309085,309089,9.40625,
21358,309084,3,92,4,2,0,9,1,0,5,309094,309100,9.5625,
21359,309100,2,93,4,1,0,9,1,0,5,309110,309115,10.9688,
21360,309107,2,94,4,2,0,9,0,0,5,309115,309119,8.1875,
21361,309119,2,95,4,1,0,9,1,0,5,309129,309133,10.5625,
21362,309124,2,96,4,2,0,9,0,0,5,309133,309139,9.28125,
21363,309127,3,96,4,3,0,9,0,0,5,309135,309139,7.4375,
21364,309130,4,97,4,3,0,9,1,0,5,309138,309143,8.1875,
21365,309195,1,103,4,1,0,9,0,0,5,309206,309211,10.625,
21366,309203,2,104,4,2,0,9,0,0,5,309216,309221,12.6562,
21367,309223,1,106,4,1,0,9,0,0,5,309235,309239,12.4062,
21368,309228,2,106,4,2,0,9,0,0,5,309239,309244,10.9688,
21369,309239,2,107,4,1,0,9,1,0,5,309252,309257,13.5,
21370,309240,3,107,4,2,0,9,1,0,5,309249,309253,9.4375,
21371,309242,4,108,4,3,0,9,1,0,5,309254,309259,11.8438,
21372,309254,3,109,4,1,0,9,2,0,5,309263,309267,8.96875,
21373,309299,1,113,4,1,0,9,0,0,4,309311,309315,11.75,
21374,309312,2,115,4,1,0,9,1,0,4,309321,309327,8.6875,
21375,309316,2,115,4,2,0,9,0,0,4,309327,309332,10.4688,
21376,309317,3,115,4,3,0,9,0,0,4,309329,309331,11.875,
21377,309323,4,116,4,3,0,9,1,0,4,309334,309342,11.25,
21378,309354,1,119,4,1,0,9,0,0,4,309365,309369,10.0938,
21379,309380,1,122,4,1,0,9,0,0,3,309391,309397,10.125,
21380,309395,2,123,4,1,0,9,1,0,3,309405,309409,10.5,
21381,309417,1,125,4,1,0,9,0,0,3,309428,309434,10.9375,
21382,309431,2,127,4,1,0,9,1,0,3,309439,309442,7.96875,
21383,309483,1,132,4,1,0,9,0,0,3,309494,309498,10.625,
21384,309539,1,137,4,1,0,8,0,0,3,309549,309553,9.21875,
21385,309544,2,138,4,2,0,8,0,0,3,309552,309555,7.625,
21386,309552,3,139,4,1,0,8,2,0,3,309566,309569,13.6562,
21387,309652,1,5,5,1,0,8,0,0,2,309663,309667,10.9062,
21388,309677,1,7,5,1,0,8,0,0,2,309687,309692,9.5625,
21389,309687,2,8,5,1,0,8,1,0,2,309696,309700,8.78125,
21390,309741,1,14,5,1,0,5,0,0,1,309753,309756,12.25,
21391,309747,2,14,5,2,0,5,0,0,1,309756,309763,9.125,
21392,309754,3,15,5,2,0,5,1,0,1,309766,309770,11.75,
21393,309812,1,21,5,1,0,5,0,0,1,309822,309828,9.78125,
21394,309830,1,22,5,1,0,5,0,0,1,309840,309844,10.5938,
21395,309909,1,30,5,1,0,5,0,0,1,309919,309924,9.75,
21396,309934,1,33,5,1,0,5,0,0,1,309944,309947,9.8125,
21397,310022,1,42,5,1,0,5,0,0,1,310032,310035,9.75,
21398,310022,2,42,5,2,0,5,0,0,1,310035,310040,12.4062,
21399,310026,3,42,5,3,0,5,0,0,1,310040,310043,14.5,
21400,310038,3,43,5,1,0,5,2,1,1,310049,310053,10.8125,
21401,310045,2,44,5,2,0,5,0,0,1,310055,310060,9.96875,
21402,310045,3,44,5,3,0,5,0,0,1,310060,310065,14.875,
21403,310045,4,44,5,4,0,5,0,0,1,310055,310063,9.84375,
21404,310061,3,46,5,1,0,6,2,0,2,310072,310076,10.5,
21405,310099,1,49,5,1,0,6,0,0,2,310110,310117,11.8438,
21406,310110,2,50,5,2,0,6,0,0,2,310120,310127,10.0312,
21407,310121,2,52,5,1,0,6,1,0,2,310132,310140,11.0625,
21408,310121,3,52,5,2,0,6,1,0,2,310131,310137,9.65625,
21409,310138,2,53,5,1,0,6,1,0,2,310150,310156,11.875,
21410,310142,2,54,5,2,0,6,0,0,2,310153,310159,10.9062,
21411,310148,3,54,5,3,0,6,0,0,2,310157,310164,9.34375,
21412,310160,2,55,5,1,0,6,1,0,2,310169,310172,9.09375,
21413,310162,3,56,5,2,0,6,1,0,2,310171,310174,9.34375,
21414,310184,1,58,5,1,0,6,0,0,2,310196,310202,11.6875,
21415,310187,2,58,5,2,0,6,0,0,2,310196,310205,9.0625,
21416,310189,3,58,5,3,0,6,0,0,2,310202,310205,12.5938,
21417,310211,1,61,5,1,0,6,0,0,3,310222,310228,10.8125,
21418,310225,2,62,5,1,0,6,1,0,4,310236,310239,10.9688,
21419,310226,3,62,5,2,0,6,1,0,4,310237,310243,11.0312,
21420,310229,3,62,5,3,0,6,0,0,4,310240,310249,11.0625,
21421,310231,4,63,5,4,0,9,0,0,4,310240,310245,9.28125,
21422,310242,4,64,5,1,0,9,3,0,4,310251,310255,9.0625,
21423,310257,1,65,5,1,0,9,0,0,4,310268,310272,10.9375,
21424,310305,1,70,5,1,0,9,0,0,4,310314,310320,9.21875,
21425,310309,2,70,5,2,0,9,0,0,4,310320,310326,10.5938,
21426,310315,3,71,5,2,0,9,1,0,4,310323,310327,8.1875,
21427,310323,3,72,5,2,0,9,1,0,4,310331,310337,8.53125,
21428,310326,3,72,5,2,0,9,1,0,4,310337,310343,10.9062,
21429,310327,4,72,5,3,0,9,1,0,4,310340,310346,12.7812,
21430,310327,4,72,5,4,0,9,0,0,4,310337,310340,9.28125,
21431,310335,5,73,5,4,0,9,1,0,4,310347,310355,12.4062,
21432,310335,6,73,5,5,0,9,1,0,4,310343,310347,8.15625,
21433,310341,5,74,5,3,0,9,2,0,4,310349,310357,8.375,
21434,310347,4,74,5,3,0,9,1,0,4,310356,310361,9.21875,
21435,310349,4,74,5,2,0,9,2,0,4,310361,310365,11.9375,
21436,310361,2,76,5,2,0,9,0,0,4,310373,310378,11.875,
21437,310372,2,77,5,2,0,9,0,0,4,310382,310388,10.4375,
21438,310380,2,78,5,2,0,9,0,0,4,310393,310399,12.7812,
21439,310382,3,78,5,3,0,9,0,0,4,310393,310400,10.9375,
21440,310386,4,78,5,3,0,9,1,0,4,310395,310399,8.375,
21441,310388,4,78,5,4,0,9,0,0,4,310401,310405,12.7812,
21442,310399,3,79,5,2,0,9,1,0,4,310409,310414,9.34375,
21443,310405,3,80,5,2,0,9,1,0,4,310416,310422,10.9062,
21444,310420,2,81,5,1,0,9,1,0,4,310429,310440,9.3125,
21445,310424,2,82,5,2,0,9,0,0,4,310432,310436,7.4375,
21446,310426,3,82,5,3,0,9,0,0,4,310435,310437,8.5,
21447,310432,4,83,5,2,0,9,2,0,4,310443,310449,10.8125,
21448,310438,3,83,5,2,0,9,1,0,4,310447,310454,9.09375,
21449,310441,3,84,5,3,0,9,0,0,4,310450,310457,9.21875,
21450,310450,3,84,5,2,0,9,1,0,4,310462,310469,11.9375,
21451,310451,4,85,5,2,0,9,2,0,4,310462,310467,10.125,
21452,310458,3,85,5,3,0,9,0,0,4,310467,310472,8.8125,
21453,310465,4,86,5,2,0,9,2,0,4,310474,310480,9.28125,
21454,310468,4,86,5,2,0,9,2,0,4,310483,310488,15.25,
21455,310472,4,87,5,3,0,9,1,0,5,310481,310487,9.09375,
21456,310489,1,88,5,1,0,9,0,0,5,310498,310501,8.5,
21457,310520,1,92,5,1,0,9,0,0,5,310531,310538,10.7188,
21458,310525,2,92,5,2,0,9,0,0,5,310534,310539,9.59375,
21459,310527,3,92,5,3,0,9,0,0,5,310535,310539,8,
21460,310528,4,92,5,4,0,9,0,0,5,310539,310542,11.0625,
21461,310532,5,93,5,4,0,9,1,0,5,310541,310547,9.34375,
21462,310552,1,95,5,1,0,9,0,0,5,310559,310563,7.03125,
21463,310564,1,96,5,1,0,9,0,0,5,310572,310579,8.375,
21464,310580,1,97,5,1,0,9,0,0,5,310590,310596,10.625,
21465,310586,2,98,5,2,0,9,0,0,5,310595,310599,9.5,
21466,310599,1,99,5,1,0,9,0,0,5,310610,310616,10.75,
21467,310601,2,100,5,2,0,9,0,0,5,310610,310615,9.21875,
21468,310602,3,100,5,3,0,9,0,0,5,310610,310612,8.1875,
21469,310623,1,102,5,1,0,9,0,0,5,310632,310636,8.96875,
21470,310640,1,103,5,1,0,9,0,0,5,310650,310656,10.125,
21471,310643,2,104,5,2,0,9,0,0,5,310654,310660,10.4688,
21472,310650,3,104,5,2,0,9,1,0,5,310661,310672,10.7188,
21473,310666,2,106,5,1,0,9,1,0,5,310675,310684,9.03125,
21474,310667,3,106,5,2,0,9,1,0,5,310675,310680,8.1875,
21475,310668,4,106,5,3,0,9,1,0,5,310678,310684,9.9375,
21476,310669,5,106,5,4,0,9,1,0,5,310681,310687,11.875,
21477,310670,6,106,5,5,0,9,1,0,5,310678,310684,8.5,
21478,310675,6,107,5,4,0,9,2,0,5,310687,310693,11.5,
21479,310703,1,110,5,1,0,9,0,0,5,310714,310718,11.0625,
21480,310724,1,112,5,1,0,9,0,0,4,310735,310739,10.8125,
21481,310728,2,112,5,2,0,9,0,0,4,310737,310741,9.5,
21482,310843,1,124,5,1,0,9,0,0,3,310855,310860,11.0625,
21483,310847,2,124,5,2,0,9,0,0,3,310857,310860,9.40625,
21484,310881,1,128,5,1,0,9,0,0,3,310893,310896,11.9375,
21485,310916,1,131,5,1,0,9,0,0,3,310926,310931,9.3125,
21486,310922,2,132,5,2,0,9,0,0,3,310934,310939,12.1562,
21487,310963,1,136,5,1,0,8,0,0,3,310975,310980,11.9375,
21488,310966,2,136,5,2,0,8,0,0,3,310977,310983,10.9062,
21489,311031,1,143,5,1,0,8,0,0,3,311042,311047,11.0625,
21490,311034,2,143,5,2,0,8,0,0,3,311046,311051,11.5625,
21491,311073,1,3,6,1,0,8,0,0,2,311082,311087,8.6875,
21492,311130,1,8,6,1,0,8,0,0,2,311138,311142,7.9375,
21493,311135,2,9,6,2,0,8,0,0,2,311144,311148,9.0625,
21494,311149,1,10,6,1,0,8,0,0,2,311158,311164,8.8125,
21495,311155,2,11,6,2,0,8,0,0,2,311167,311173,11.5312,
21496,311202,1,16,6,1,0,5,0,0,1,311213,311219,10.9375,
21497,311218,2,17,6,1,0,5,1,0,1,311232,311235,13.6562,
21498,311236,1,19,6,1,0,5,0,0,1,311247,311251,11.125,
21499,311244,2,20,6,2,0,5,0,0,1,311252,311256,7.625,
21500,311246,3,20,6,3,0,5,0,0,1,311259,311264,12.4375,
21501,311280,1,23,6,1,0,5,0,0,1,311288,311294,8.15625,
21502,311282,2,24,6,2,0,5,0,0,1,311294,311297,12.375,
21503,311325,1,28,6,1,0,5,0,0,1,311334,311339,8.5625,
21504,311328,2,28,6,2,0,5,0,0,1,311339,311345,11.2188,
21505,311339,3,29,6,2,0,5,1,0,1,311349,311357,10.125,
21506,311443,1,40,6,1,0,5,0,0,1,311452,311458,9.28125,
21507,311446,2,40,6,2,0,5,0,0,1,311458,311467,12.375,
21508,311447,3,40,6,3,0,5,0,0,1,311467,311470,20.2812,
21509,311454,4,41,6,3,0,5,1,0,1,311470,311473,15.875,
21510,311486,1,44,6,1,0,5,0,0,1,311496,311502,9.78125,
21511,311512,1,47,6,1,0,6,0,0,2,311522,311528,10.0938,
21512,311539,1,49,6,1,0,6,0,0,2,311549,311557,10.625,
21513,311540,2,49,6,2,0,6,0,0,2,311549,311552,9.0625,
21514,311546,3,50,6,3,0,6,0,0,2,311557,311562,10.75,
21515,311582,1,54,6,1,0,6,0,0,2,311594,311599,11.8438,
21516,311593,2,55,6,2,0,6,0,0,2,311604,311608,11.0312,
21517,311599,2,55,6,2,0,6,0,0,2,311609,311613,10.4375,
21518,311609,2,56,6,2,0,6,0,0,2,311618,311622,9.1875,
21519,311632,1,59,6,1,0,6,0,0,2,311642,311647,10.5,
21520,311634,2,59,6,2,0,6,0,0,2,311643,311651,9,
21521,311650,2,60,6,1,0,6,1,0,3,311660,311665,9.84375,
21522,311655,2,61,6,2,0,6,0,0,3,311664,311670,8.6875,
21523,311674,1,63,6,1,0,9,0,0,4,311683,311690,9.5,
21524,311684,2,64,6,1,0,9,1,0,4,311696,311702,12.1562,
21525,311688,3,64,6,2,0,9,1,0,4,311697,311702,8.1875,
21526,311690,4,64,6,3,0,9,1,0,4,311700,311705,10.2812,
21527,311690,4,65,6,4,0,9,0,0,4,311699,311708,8.34375,
21528,311694,5,65,6,5,0,9,0,0,4,311705,311709,10.7188,
21529,311697,6,65,6,4,0,9,2,0,4,311708,311712,11.0312,
21530,311704,5,66,6,3,0,9,2,0,4,311714,311717,9.84375,
21531,311707,5,66,6,3,0,9,2,0,4,311716,311722,8.5,
21532,311713,3,67,6,3,0,9,0,0,4,311724,311728,10.4375,
21533,311723,2,68,6,2,0,9,0,0,4,311734,311738,10.75,
21534,311747,1,70,6,1,0,9,0,0,4,311757,311762,9.59375,
21535,311763,1,72,6,1,0,9,0,0,4,311774,311780,11.25,
21536,311767,2,72,6,2,0,9,0,0,4,311776,311781,9.34375,
21537,311797,1,75,6,1,0,9,0,0,4,311808,311813,10.125,
21538,311804,2,76,6,2,0,9,0,0,4,311815,311821,10.8125,
21539,311820,2,78,6,1,0,9,1,0,4,311831,311838,10.9375,
21540,311842,1,80,6,1,0,9,0,0,4,311852,311858,9.5,
21541,311854,2,81,6,1,0,9,1,0,4,311862,311867,7.65625,
21542,311858,3,81,6,2,0,9,1,0,4,311870,311873,11.875,
21543,311861,3,82,6,3,0,9,0,0,4,311870,311878,9.0625,
21544,311899,1,85,6,1,0,9,0,0,4,311907,311913,8.375,
21545,311900,2,86,6,2,0,9,0,0,4,311909,311912,8.25,
21546,311904,3,86,6,3,0,9,0,0,4,311916,311922,11.6875,
21547,311908,4,86,6,3,0,9,1,0,4,311917,311921,9.78125,
21548,311946,1,90,6,1,0,9,0,0,5,311955,311959,9.5625,
21549,311953,2,91,6,2,0,9,0,0,5,311962,311966,9.375,
21550,311965,2,92,6,1,0,9,1,0,5,311976,311982,10.9062,
21551,311990,1,95,6,1,0,9,0,0,5,312002,312011,11.6562,
21552,311991,2,95,6,2,0,9,0,0,5,312002,312005,10.7188,
21553,312012,1,97,6,1,0,9,0,0,5,312021,312026,8.40625,
21554,312012,2,97,6,2,0,9,0,0,5,312023,312031,10.9688,
21555,312019,3,97,6,3,0,9,0,0,5,312029,312034,9.75,
21556,312023,4,98,6,3,0,9,1,0,5,312032,312039,8.78125,
21557,312033,3,99,6,1,0,9,2,0,5,312042,312047,9.0625,
21558,312048,1,100,6,1,0,9,0,0,5,312060,312066,11.875,
21559,312069,1,102,6,1,0,9,0,0,5,312079,312084,9.65625,
21560,312083,2,104,6,1,0,9,1,0,5,312093,312097,9.78125,
21561,312085,2,104,6,2,0,9,0,0,5,312093,312098,8.25,
21562,312101,1,106,6,1,0,9,0,0,5,312112,312117,10.75,
21563,312101,2,106,6,2,0,9,0,0,5,312111,312116,10.0312,
21564,312104,3,106,6,3,0,9,0,0,5,312112,312117,8.46875,
21565,312135,1,109,6,1,0,9,0,0,5,312144,312150,9.0625,
21566,312138,2,109,6,2,0,9,0,0,5,312147,312153,9.46875,
21567,312159,1,111,6,1,0,9,0,0,4,312169,312173,10.1875,
21568,312169,2,112,6,2,0,9,0,0,4,312178,312184,9.09375,
21569,312185,1,114,6,1,0,9,0,0,4,312194,312199,8.96875,
21570,312187,2,114,6,2,0,9,0,0,4,312196,312200,9.125,
21571,312202,1,116,6,1,0,9,0,0,4,312211,312217,8.78125,
21572,312223,1,118,6,1,0,9,0,0,4,312234,312241,11.1875,
21573,312271,1,123,6,1,0,9,0,0,3,312282,312286,10.5,
21574,312319,1,127,6,1,0,9,0,0,3,312330,312333,10.9062,
21575,312395,1,135,6,1,0,8,0,0,3,312406,312411,11.1875,
21576,312404,2,136,6,2,0,8,0,0,3,312413,312416,9.21875,
21577,312409,3,136,6,2,0,8,1,0,3,312417,312423,7.9375,
21578,312415,3,137,6,2,0,8,1,0,3,312424,312427,9.5,
21579,312432,1,139,6,1,0,8,0,0,3,312440,312444,8.40625,
21580,312502,1,2,0,1,0,8,0,0,2,312513,312518,10.8125,
21581,312662,1,18,0,1,0,5,0,0,1,312672,312677,9.4375,
21582,312699,1,21,0,1,0,5,0,0,1,312707,312712,7.96875,
21583,312763,1,28,0,1,0,5,0,0,1,312774,312778,11.0938,
21584,312811,1,33,0,1,0,5,0,0,1,312822,312826,10.125,
21585,312822,2,34,0,1,0,5,1,0,1,312834,312839,11.5312,
21586,312841,1,36,0,1,0,5,0,0,1,312848,312855,7.03125,
21587,312890,1,41,0,1,0,5,0,0,1,312897,312903,7.1875,
21588,312916,1,43,0,1,0,5,0,0,1,312925,312930,8.78125,
21589,312917,2,43,0,2,0,5,0,0,1,312930,312934,12.9688,
21590,312923,3,44,0,3,0,5,0,0,1,312934,312940,11.125,
21591,312927,4,44,0,2,0,5,2,1,1,312937,312942,9.8125,
21592,312944,1,46,0,1,0,6,0,0,2,312953,312960,9.0625,
21593,312975,1,49,0,1,0,6,0,0,2,312986,312991,10.9375,
21594,313008,1,52,0,1,0,6,0,0,2,313017,313023,8.78125,
21595,313010,2,52,0,2,0,6,0,0,2,313021,313025,11.25,
21596,313019,3,53,0,2,0,6,1,0,2,313030,313035,11.5,
21597,313036,1,55,0,1,0,6,0,0,2,313046,313052,10.125,
21598,313053,1,57,0,1,0,6,0,0,2,313063,313067,9.53125,
21599,313055,2,57,0,2,0,6,0,0,2,313064,313068,8.625,
21600,313068,2,58,0,1,0,6,1,0,2,313076,313079,7.4375,
21601,313101,1,62,0,1,0,6,0,0,4,313110,313116,9.71875,
21602,313107,2,62,0,2,0,6,0,0,4,313116,313122,8.9375,
21603,313113,3,63,0,2,0,9,1,0,4,313123,313126,9.875,
21604,313119,3,63,0,2,0,9,1,0,4,313131,313135,12.2188,
21605,313122,4,64,0,3,0,9,1,0,4,313133,313140,11.6562,
21606,313122,5,64,0,4,0,9,1,0,4,313134,313138,12.2188,
21607,313129,4,64,0,4,0,9,0,0,4,313139,313144,10.7188,
21608,313133,5,65,0,4,0,9,1,0,4,313145,313149,11.5625,
